XR_002498777	LOC110674347
XM_001653359	LOC5570943
XR_002499320	LOC110675270
XM_021843511	LOC5570944
XM_001653361	LOC5570942
XM_001653362	LOC5570947
XM_021839756	LOC5570947
XM_021839753	LOC5570947
XM_021839754	LOC5570947
XM_021839755	LOC5570947
XM_021839757	LOC5570945
XM_001653367	LOC5570950
XM_001653368	LOC5570951
XM_021839758	LOC5570951
XM_001653369	LOC5570952
XM_021839762	LOC5570952
XM_021839761	LOC5570952
XM_021839760	LOC5570952
XM_021839759	LOC110675273
XM_001653370	LOC5570953
XM_021839766	LOC110675282
XM_021839764	LOC110675280
XM_021839763	LOC110675279
XM_021839765	LOC110675281
XR_002500249	LOC110676301
XR_002499332	LOC110675284
XM_001659641	LOC5571443
XM_001659643	LOC5571441
XM_021839767	LOC5571439
XM_021839768	LOC5571439
XR_002499335	LOC110675286
XM_001659646	LOC5571445
XM_001659647	LOC5571446
XR_002499338	LOC5571447
XR_002499337	LOC5571447
XM_021839773	LOC5571447
XM_021839769	LOC5571447
XM_021839781	LOC5571447
XM_021839783	LOC5571447
XM_021839774	LOC5571447
XM_021839770	LOC5571447
XM_021839772	LOC5571447
XM_021839771	LOC5571447
XM_021839775	LOC5571447
XM_021839778	LOC5571447
XM_021839779	LOC5571447
XM_021839784	LOC5571447
XM_021839776	LOC5571447
XM_021839780	LOC5571447
XM_021839777	LOC5571447
XM_021839785	LOC5571448
XM_021839786	LOC5571444
XM_021839787	LOC5571449
XM_001659653	LOC5571450
XM_001659654	LOC5571451
XM_001659655	LOC5571452
XM_021839791	LOC5571453
XM_021839789	LOC5571453
XM_021839788	LOC5571453
XM_021839792	LOC5571453
XR_002499339	LOC110675289
XR_002499340	LOC110675290
XR_002499341	LOC110675291
XR_002499342	LOC110675292
XR_002499343	LOC110675292
XM_021839793	LOC5573691
XM_001660965	LOC5573692
XM_001647590	LOC5579333
XM_021839794	LOC5579332
XM_001661642	LOC5574884
XM_021839795	LOC110675294
XM_001661644	LOC5574883
XM_021843719	LOC110676315
XM_001661645	LOC5574877
XM_001661646	LOC5574882
XR_002500741	LOC110676808
XR_002499500	LOC110675445
XM_021843595	LOC110676287
XM_021839797	LOC5574888
XM_001661650	LOC5574887
XM_021843721	LOC5574886
XM_001661653	LOC5574891
XM_021844776	LOC5574892
XM_001661655	LOC5574893
XM_021839798	LOC110675295
XM_011495306	LOC23687391
XM_021839800	LOC5574895
XR_002499721	LOC110675695
XR_002499346	LOC110675298
XM_001658977	LOC5570281
XM_021843803	LOC110676329
XM_001658978	LOC5570274
XM_021839801	LOC5570251
XM_001658979	LOC5570251
XM_001658980	LOC5570277
XM_001658982	LOC5570276
XM_021839802	LOC5570254
XM_021839803	LOC5570254
XM_001658984	LOC5570254
XM_021839804	LOC5570275
XM_021839806	LOC5570275
XM_021839805	LOC5570275
XM_001658987	LOC5570256
XM_001658988	LOC5570257
XM_001658989	LOC5570258
XM_021843828	LOC110676338
XM_021843829	LOC110676339
XR_002500285	LOC110676340
XR_002500284	LOC110676340
XM_021839812	LOC23687882
XM_021839813	LOC23687882
XM_021839810	LOC23687882
XM_021839808	LOC23687882
XM_021839809	LOC23687882
XM_021839811	LOC23687882
XM_021839814	LOC23687882
XM_021839815	LOC23687882
XM_011495125	LOC23687882
XM_011495127	LOC23687882
XM_021839807	LOC23687882
XM_011495126	LOC23687882
XM_001658990	LOC5570259
XM_001658991	LOC5570260
XM_021839819	LOC5570261
XM_001658993	LOC5570262
XM_001658994	LOC5570263
XM_021839817	LOC5570265
XM_001658997	LOC5570266
XM_001658998	LOC5570267
XM_001658999	LOC5570268
XR_002499353	LOC110675304
XM_001659001	LOC5570270
XM_001659002	LOC5570271
XM_001659003	LOC5570272
XM_021839820	LOC110675306
XM_001662648	LOC5576506
XM_001662649	LOC5576507
XM_001662650	LOC5576508
XM_001662651	LOC5576510
XM_001662652	LOC5576509
XM_001662653	LOC5576511
XM_001662654	LOC5576512
XM_021839832	LOC5579310
XM_021839834	LOC5579310
XM_021839833	LOC5579310
XM_021839835	LOC5579310
XM_021839827	LOC5579310
XM_021839826	LOC5579310
XM_021839822	LOC5579310
XM_021839828	LOC5579310
XM_021839825	LOC5579310
XM_021839824	LOC5579310
XM_021839831	LOC5579310
XR_002499357	LOC110675310
XR_002499356	LOC110675310
XM_021839836	LOC110675310
XM_021839837	LOC110675310
XM_021839838	LOC110675310
XM_021839839	LOC5576514
XM_021839842	LOC23687449
XM_011495372	LOC23687449
XM_021839841	LOC5579875
XM_021839840	LOC5579875
XR_002499359	LOC110675311
XM_021839843	LOC5579873
XM_021843826	LOC5579245
XM_021839845	LOC5579871
XM_001664283	LOC5579871
XM_021839846	LOC5579871
XM_021839848	LOC5579869
XM_021839849	LOC5579869
XM_021839847	LOC5579868
XM_021839852	LOC5579867
XM_021839853	LOC5579867
XM_021839856	LOC5579867
XM_021839851	LOC5579867
XM_021839854	LOC5579867
XM_021839855	LOC5579867
XM_021839859	LOC5579867
XM_021839858	LOC5579867
XM_021839850	LOC5579867
XM_021839857	LOC5579867
XR_002499364	LOC110675317
XM_001664276	LOC5579864
XM_021839861	LOC5579865
XM_021839863	LOC5579865
XM_021839862	LOC5579865
XM_021839860	LOC5579865
XM_021839864	LOC5579865
XM_001664274	LOC5579863
XM_021839870	LOC5579876
XM_021839874	LOC5579876
XM_021839867	LOC5579876
XM_021839872	LOC5579876
XM_021839869	LOC5579876
XM_021839873	LOC5579876
XM_001664273	LOC5579876
XM_021839866	LOC5579876
XM_021839865	LOC5579876
XM_021839871	LOC5579876
XM_001664272	LOC5579861
XM_001664271	LOC5579860
XM_021839875	LOC5579860
XR_002499368	LOC110675319
XR_002499367	LOC110675319
XR_002500314	LOC5579859
XM_021844055	LOC110676387
XM_021839877	LOC5567816
XR_002499371	LOC110675322
XM_001657669	LOC5567814
XM_021839878	LOC5567814
XM_021839880	LOC5567813
XM_021839879	LOC5567813
XM_021839883	LOC5567813
XM_021839882	LOC5567813
XM_021839884	LOC5567812
XM_021839885	LOC5567811
XR_002499374	LOC110675325
XM_001657664	LOC5567850
XM_001657662	LOC5567808
XM_021839886	LOC5567808
XM_021839887	LOC5567808
XM_021839888	LOC5567808
XM_001657661	LOC5567848
XM_021839898	LOC5567847
XM_021839894	LOC5567847
XM_021839895	LOC5567847
XM_021839896	LOC5567847
XM_021839892	LOC5567847
XM_021839893	LOC5567847
XM_021839891	LOC5567847
XM_021839897	LOC5567847
XM_021839899	LOC5567847
XM_001657658	LOC5567847
XM_021839904	LOC5567847
XM_021839905	LOC5567847
XM_021839903	LOC5567847
XM_021839901	LOC5567847
XM_021839902	LOC5567847
XM_021843883	LOC110676358
XM_021844348	LOC5569151
XR_002500404	LOC110676454
XM_021839906	LOC5569149
XR_002499289	LOC110675111
XM_021844044	LOC5569145
XM_021839908	LOC5569147
XM_001658286	LOC5569147
XM_021839910	LOC5569147
XM_021839909	LOC5569147
XM_001658285	LOC5569150
XM_021839911	LOC5569146
XR_002499379	LOC110675332
XM_001659550	LOC5571217
XM_001659549	LOC5571218
XM_001659548	LOC5571220
XM_021839914	LOC5571216
XM_021839913	LOC5571216
XM_021839915	LOC5575755
XM_021839916	LOC5575755
XM_021839917	LOC5575755
XM_021839918	LOC5575756
XM_001662122	LOC5575756
XR_002499380	LOC110675333
XM_001662124	LOC5575754
XM_021839919	LOC5575754
XM_021839920	LOC5575754
XM_021839921	LOC5575754
XM_021839922	LOC5575754
XM_021839923	LOC5575754
XR_002499381	LOC110675334
XR_002499382	LOC110675335
XM_021839924	LOC5575753
XM_001662126	LOC5575752
XM_001662127	LOC5575751
XM_001662128	LOC5575750
XM_001662129	LOC5575758
XM_021839926	LOC5575759
XM_021839928	LOC5575759
XM_021839930	LOC5575759
XM_021839932	LOC5575759
XM_021839933	LOC5575759
XM_021839931	LOC5575759
XM_021839934	LOC5575759
XM_021839927	LOC5575759
XM_021839929	LOC5575759
XR_002499385	LOC110675337
XR_002499386	LOC110675338
XM_001662131	LOC5575760
XM_001662132	LOC5575763
XM_001662133	LOC5575764
XM_001662134	LOC5575766
XM_001662135	LOC5575765
XR_002499387	LOC110675340
XM_001662138	LOC5575767
XM_001662139	LOC5575768
XM_021844752	LOC5575785
XM_021839936	LOC5575770
XM_021839938	LOC5575770
XM_021839937	LOC5575770
XM_021839940	LOC5564540
XM_021839939	LOC5564540
XM_021839941	LOC5564540
XM_021839942	LOC5564540
XM_021839943	LOC5564539
XM_021839944	LOC110675342
XM_021839946	LOC5564538
XR_002500486	LOC110676531
XR_002500487	LOC110676533
XM_001648830	LOC5564537
XM_001656798	LOC5578204
XM_001656800	LOC5578206
XM_021839953	LOC5578216
XM_021839955	LOC5578216
XM_021839954	LOC5578216
XM_001656801	LOC5578207
XM_001656802	LOC5578208
XM_021839952	LOC5578209
XM_001656804	LOC5578210
XM_001656805	LOC5578211
XM_001656806	LOC5578212
XM_021839950	LOC5578213
XM_001656807	LOC5578213
XM_021839948	LOC5578213
XM_021839951	LOC5578213
XM_021839947	LOC110675343
XR_002500729	LOC110676797
XM_001656811	LOC5578218
XM_021839958	LOC5578219
XM_021839959	LOC5578219
XM_021839962	LOC5578219
XM_021839960	LOC5578219
XM_021839957	LOC5578219
XM_021839961	LOC5578219
XM_021839963	LOC5578219
XM_021839964	LOC5578219
XM_001656812	LOC5578219
XM_021839972	LOC5578220
XM_021839971	LOC5578220
XM_021839968	LOC5578220
XM_021839970	LOC5578220
XM_021839969	LOC5578220
XM_021839973	LOC5578220
XM_021839966	LOC5578220
XM_021839967	LOC5578220
XM_021839974	LOC5578223
XM_021840012	LOC5578221
XM_021840013	LOC5578221
XM_021840011	LOC5578221
XM_021840010	LOC5578221
XM_021840014	LOC5578222
XM_021839989	LOC5565513
XM_021839982	LOC5565513
XM_021839991	LOC5565513
XM_021839988	LOC5565513
XM_021839990	LOC5565513
XM_021839983	LOC5565513
XM_021839987	LOC5565513
XM_021839986	LOC5565513
XM_021839985	LOC5565513
XM_021839992	LOC5565513
XM_021839997	LOC5565513
XM_021839996	LOC5565513
XM_021839999	LOC5565513
XM_021840002	LOC5565513
XM_021839998	LOC5565513
XM_021840003	LOC5565513
XM_021839993	LOC5565513
XM_021839994	LOC5565513
XM_021840000	LOC5565513
XM_021840001	LOC5565513
XM_021840004	LOC5565513
XM_021840005	LOC5565513
XM_021840007	LOC5565513
XM_021840008	LOC5565513
XM_021840009	LOC5565513
XM_001649811	LOC5565512
XM_021839979	LOC5576746
XM_021839976	LOC5576746
XM_021839978	LOC5576746
XM_021839977	LOC5576746
XM_021839981	LOC5576746
XM_021839980	LOC5576746
XM_001662794	LOC5576745
XM_021840016	LOC5576744
XR_002499392	LOC110675346
XM_021840017	LOC5575746
XM_001655796	LOC5575745
XM_021840023	LOC5575744
XM_001655795	LOC5575744
XM_021840022	LOC5575744
XM_021840021	LOC5575744
XM_021840020	LOC23687890
XM_021840018	LOC23687890
XR_002499393	LOC110675347
XR_002499370	LOC110675321
XM_021844280	LOC5575743
XM_001655791	LOC5575741
XM_021840025	LOC5575738
XR_002499394	LOC110675349
XM_021840027	LOC5575737
XM_021840030	LOC5575737
XM_021840026	LOC5575737
XM_021840029	LOC5575737
XM_021840031	LOC5575733
XM_021840035	LOC110674017
XM_021840032	LOC110675350
XM_011495349	LOC5575734
XM_001655786	LOC5575734
XR_002499395	LOC110675352
XM_001651081	LOC5566723
XM_021840034	LOC5566722
XM_021840033	LOC5566722
XR_002499396	LOC110675353
XM_001647972	LOC5563731
XM_001647970	LOC5563740
XM_021840037	LOC110675354
XM_021844349	LOC110676452
XM_021840038	LOC5563734
XM_021840039	LOC5563741
XM_001647968	LOC5563741
XM_021840043	LOC5563739
XM_021840044	LOC5579400
XM_021840040	LOC5569288
XM_021840041	LOC5569288
XM_021840042	LOC5569288
XM_001659861	LOC5571779
XR_002499399	LOC110675357
XM_021840045	LOC5579241
XM_021840047	LOC5579241
XM_021840049	LOC5579241
XM_021840051	LOC5579241
XM_021840046	LOC5579241
XM_021840048	LOC5579241
XM_021840050	LOC5579241
XM_021840052	LOC5571774
XM_001659857	LOC5571774
XM_021840053	LOC5571774
XM_001659856	LOC5571775
XM_001659855	LOC5571773
XM_001659854	LOC5571771
XM_021840055	LOC5571772
XM_001659852	LOC5571770
XM_001647708	LOC5579460
XR_002500496	LOC110676543
XR_002499400	LOC110675358
XM_021840058	LOC110675359
XM_021840056	LOC110675359
XR_002499401	LOC110675360
XM_001659848	LOC5571766
XM_021840059	LOC5571765
XM_021840060	LOC5571765
XM_021840061	LOC5571764
XM_021840062	LOC5571764
XM_021844488	LOC110676472
XR_002499402	LOC110675361
XM_001659845	LOC5571763
XM_021840064	LOC5571763
XM_001659844	LOC5571760
XM_001659842	LOC5571761
XM_021840065	LOC110675362
XM_001659840	LOC5571757
XR_002499403	LOC5576630
XR_002499407	LOC5576630
XR_002499406	LOC5576630
XR_002499409	LOC5576630
XR_002499410	LOC5576630
XR_002499412	LOC5576630
XR_002499411	LOC5576630
XR_002499404	LOC5576630
XR_002499405	LOC5576630
XR_002499408	LOC5576630
XM_021840067	LOC5576630
XM_021840068	LOC5576630
XM_021840069	LOC5576630
XM_021840070	LOC5576630
XM_021840072	LOC5576629
XM_021840071	LOC5576629
XM_021840073	LOC5576629
XM_021840075	LOC5576629
XM_021840074	LOC5576629
XM_021840076	LOC5576629
XM_021840077	LOC5576629
XM_021840083	LOC5576634
XM_021840079	LOC5576634
XM_021840081	LOC5576634
XM_021840080	LOC5576634
XM_001662741	LOC5576634
XM_001662740	LOC5576633
XM_001652221	LOC5568438
XM_001662738	LOC5576635
XM_001662735	LOC5576635
XM_001652219	LOC5568436
XM_021840085	LOC5576631
XR_002499414	LOC110675364
XM_021840088	LOC5570663
XM_001659205	LOC5570663
XM_021840087	LOC5570663
XM_021840086	LOC5570663
XM_021840089	LOC5570661
XM_001659206	LOC5570661
XM_001659207	LOC5570664
XM_021840091	LOC5570673
XM_001659210	LOC5570671
XM_001659211	LOC5570670
XM_021840092	LOC5570670
XM_001659212	LOC5570669
XM_021840094	LOC5570668
XM_001659213	LOC5570668
XM_001659214	LOC5570667
XM_001659215	LOC5570666
XM_001659216	LOC5570665
XM_011494753	LOC5570675
XM_001659218	LOC5570675
XM_001659219	LOC5570674
XM_001659220	LOC5570676
XR_002499415	LOC110675365
XM_021840096	LOC110675366
XM_001659221	LOC5570677
XM_001659222	LOC5570678
XM_001659223	LOC5570679
XM_001659224	LOC5570680
XM_021840099	LOC5579397
XM_021840100	LOC5579397
XM_021840098	LOC5579397
XM_001659225	LOC5579397
XM_021840102	LOC5579397
XM_021840101	LOC5579397
XM_021840103	LOC5579397
XM_021840106	LOC5579397
XM_021840107	LOC5579397
XM_021840097	LOC5579397
XM_021840104	LOC5579397
XM_021840105	LOC5579397
XM_021840115	LOC5571223
XM_021840117	LOC5571223
XM_021840125	LOC5571223
XM_021840121	LOC5571223
XM_021840114	LOC5571223
XM_021840109	LOC5571223
XM_021840119	LOC5571223
XM_021840118	LOC5571223
XM_021840113	LOC5571223
XM_021840116	LOC5571223
XM_021840112	LOC5571223
XM_021840111	LOC5571223
XM_021840110	LOC5571223
XM_021840108	LOC5571223
XM_021840123	LOC5571223
XM_021840124	LOC5571223
XM_021840122	LOC5571223
XM_021840126	LOC5571300
XM_001653554	LOC5571300
XM_021840127	LOC5571300
XM_021840128	LOC5571300
XR_002499417	LOC110675368
XR_002499418	LOC110675368
XM_001653553	LOC5571299
XM_021840129	LOC5571299
XM_021840130	LOC5571299
XM_021840137	LOC5571296
XM_021840142	LOC5571296
XM_021840131	LOC5571296
XM_021840138	LOC5571296
XM_021840136	LOC5571296
XM_021840132	LOC5571296
XM_021840141	LOC5571296
XM_021840139	LOC5571296
XM_021840134	LOC5571296
XM_021840133	LOC5571296
XM_021840135	LOC5571296
XM_021840143	LOC5571296
XM_001653552	LOC5571298
XM_001653550	LOC5571297
XM_011494854	LOC5571297
XM_021840148	LOC5571297
XM_021840144	LOC110675370
XM_021840147	LOC110675370
XM_021840146	LOC110675370
XR_002499420	LOC110675371
XR_002499422	LOC5571295
XR_002499421	LOC5571295
XM_001653548	LOC5571295
XM_021840155	LOC5571295
XM_021840153	LOC5571294
XM_021840150	LOC5571294
XM_021840152	LOC5571294
XM_021840154	LOC5571294
XM_021840149	LOC5571294
XR_002499423	LOC5571293
XM_021840158	LOC5571293
XM_001653545	LOC5571293
XM_021840156	LOC5571293
XM_021840157	LOC5571293
XM_001653543	LOC5571291
XR_002499424	LOC5571289
XR_002499425	LOC5571289
XM_021840174	LOC5571289
XM_021840163	LOC5571289
XM_021840159	LOC5571289
XM_021840175	LOC5571289
XM_021840160	LOC5571289
XM_021840161	LOC5571289
XM_021840169	LOC5571289
XM_021840168	LOC5571289
XM_021840167	LOC5571289
XM_021840162	LOC5571289
XM_021840172	LOC5571289
XM_021840170	LOC5571289
XM_021840173	LOC5571289
XM_021840164	LOC5571289
XM_021840165	LOC5571289
XM_021840171	LOC5571289
XM_001662906	LOC5576847
XM_001653538	LOC5571287
XM_021840177	LOC5571286
XM_021840176	LOC5571286
XM_001653537	LOC5571286
XM_001653536	LOC5571284
XM_001653534	LOC5571283
XM_001653533	LOC5571282
XM_021840180	LOC5571281
XM_021840179	LOC5571281
XM_021840182	LOC5571281
XM_001653532	LOC5571281
XM_021840178	LOC5571281
XM_001653676	LOC5571606
XM_001653530	LOC5571279
XM_021840183	LOC110675376
XM_021840199	LOC5571277
XM_021840184	LOC5571277
XM_021840195	LOC5571277
XM_021840197	LOC5571277
XM_021840186	LOC5571277
XM_021840185	LOC5571277
XM_021840196	LOC5571277
XM_021840200	LOC5571277
XM_021840194	LOC5571277
XM_021840188	LOC5571277
XM_021840191	LOC5571277
XM_021840190	LOC5571277
XM_021840189	LOC5571277
XM_021840193	LOC5571277
XM_021840192	LOC5571277
XM_021840202	LOC110675378
XM_021840201	LOC110675377
XM_021840205	LOC5571276
XM_021840203	LOC5571276
XM_001653526	LOC5571276
XM_021840206	LOC5571276
XM_011494853	LOC5571276
XM_021840204	LOC5571276
XM_021840208	LOC5571276
XM_001653524	LOC5571276
XM_021840207	LOC5571276
XM_021840209	LOC5571276
XM_021840211	LOC5571274
XM_021840212	LOC5571274
XM_021840213	LOC5571275
XM_001653521	LOC5571273
XR_002499431	LOC110675381
XM_021840215	LOC5579290
XM_021840214	LOC5579290
XM_001653519	LOC5571271
XR_002500680	LOC110676742
XR_002500585	LOC110676631
XR_002500545	LOC110676596
XR_002500546	LOC110676597
XR_002499435	LOC5571270
XM_021840219	LOC5571269
XM_021840218	LOC5571269
XM_021840216	LOC5571269
XM_001653517	LOC5571269
XM_021840217	LOC5571269
XM_021840220	LOC5571269
XM_021840225	LOC5571268
XM_021840222	LOC5571268
XM_001653516	LOC5571268
XM_021840224	LOC5571268
XM_021840223	LOC5571268
XM_001653515	LOC5571267
XM_021840227	LOC5571266
XM_021840226	LOC5571266
XM_001653513	LOC5571265
XR_002499438	LOC5571262
XR_002499439	LOC5571262
XM_021840228	LOC5571262
XM_021840229	LOC5571262
XM_021840232	LOC5571262
XM_021840231	LOC5571262
XM_021840233	LOC5571262
XM_001653510	LOC5571262
XR_002500778	LOC110676847
XM_021840235	LOC5571261
XM_001653509	LOC5571261
XM_021840234	LOC5571261
XM_021840236	LOC5571261
XM_021840238	LOC5571259
XM_021840237	LOC5571259
XM_021840241	LOC5571259
XM_001653507	LOC5571259
XM_021840240	LOC5571259
XM_001653506	LOC5571258
XM_021840242	LOC5571256
XM_021840243	LOC5571256
XM_021840244	LOC5571256
XM_011494855	LOC23687553
XM_021840247	LOC5571255
XM_021840253	LOC5571255
XM_021840246	LOC5571255
XM_021840249	LOC5571255
XM_021840251	LOC5571255
XM_021840245	LOC5571255
XM_021840252	LOC5571255
XM_021840250	LOC5571255
XM_021840248	LOC5571255
XM_001653501	LOC5571253
XM_021840254	LOC5571248
XM_021840255	LOC5571248
XM_021840257	LOC5571248
XM_021840260	LOC5571248
XM_021840259	LOC5571248
XM_021840256	LOC5571248
XM_021840258	LOC5571248
XM_001663622	LOC5578050
XM_021840261	LOC5578052
XM_021840263	LOC5578052
XM_021840262	LOC5578052
XM_021840264	LOC5578052
XM_021840265	LOC5578052
XM_021845150	LOC110676605
XM_001663625	LOC5578053
XM_021840266	LOC5578053
XM_021840267	LOC5578053
XM_021840268	LOC5578054
XM_001663626	LOC5578054
XM_001663627	LOC5578055
XM_021840269	LOC5578055
XM_021840270	LOC5578056
XM_021840275	LOC5578057
XM_021840272	LOC5578057
XM_021840271	LOC5578057
XM_001664160	LOC5579031
XM_021840276	LOC5579030
XM_001664161	LOC5579030
XM_021840277	LOC5579030
XM_021840278	LOC5579032
XM_021840279	LOC5579032
XM_021840280	LOC5579032
XM_021840281	LOC5579032
XM_021840282	LOC5568483
XM_001652268	LOC5568483
XM_021840283	LOC23687608
XM_021840287	LOC5568482
XM_021840286	LOC5568482
XM_001652267	LOC5568482
XM_011495055	LOC5568482
XM_021840288	LOC5568482
XR_002499445	LOC5568481
XM_021840289	LOC5568481
XM_021840291	LOC5568478
XM_001652260	LOC5568477
XM_021840292	LOC5568476
XM_021840294	LOC5568475
XM_021840295	LOC5568475
XM_021840293	LOC5568475
XM_021840296	LOC5568475
XM_001652257	LOC5568474
XM_021840298	LOC5568474
XM_021840297	LOC5568474
XM_021840302	LOC5568466
XM_021840303	LOC5568466
XM_021840301	LOC5568466
XM_021840300	LOC5568466
XM_001652255	LOC5568466
XM_021840299	LOC5568466
XM_021840304	LOC110675394
XM_021840305	LOC5568469
XM_021840306	LOC5568469
XM_001652253	LOC5568468
XM_021840307	LOC5568471
XM_021840311	LOC5568471
XM_021840308	LOC5568471
XM_021840312	LOC5568471
XM_021840309	LOC5568471
XM_021840313	LOC5568471
XM_001652251	LOC5568471
XM_021840314	LOC5568472
XM_001652250	LOC5568472
XM_021840315	LOC5568472
XM_001652249	LOC5568470
XM_021840316	LOC110675397
XM_021840319	LOC110675397
XM_021840320	LOC110675397
XM_021840318	LOC110675397
XM_021840317	LOC110675397
XM_021840322	LOC5579328
XR_002500576	LOC5572852
XM_001654575	LOC5573478
XM_021840323	LOC5573478
XM_021840324	LOC110675398
XM_021845241	LOC110676624
XM_021840326	LOC110675399
XM_021840325	LOC110675399
XR_002499448	LOC110675400
XM_021840327	LOC5573476
XM_021840328	LOC110675401
XM_021845242	LOC110676625
XM_021845245	LOC110676626
XM_021845244	LOC110676626
XM_021845246	LOC110676626
XM_021840331	LOC5573477
XM_021840330	LOC5573477
XM_021840329	LOC5573477
XM_021840332	LOC110675403
XR_002499452	LOC110675405
XM_021840333	LOC5573481
XM_001654580	LOC5573480
XR_002499453	LOC110675406
XM_021840334	LOC5573483
XM_001654582	LOC5573484
XM_001663515	LOC5577803
XM_021840338	LOC5577803
XM_021840339	LOC5577803
XM_001663516	LOC5577799
XM_021840336	LOC5577799
XM_021840337	LOC5577799
XM_001663518	LOC5577801
XM_021840342	LOC5577802
XM_021840343	LOC5577802
XM_021840340	LOC5577802
XM_021840341	LOC5577802
XM_021840347	LOC5577804
XM_021840346	LOC5577804
XM_021840348	LOC5577804
XM_021840344	LOC110675408
XM_021840345	LOC110675408
XM_001661721	LOC5575041
XM_001661722	LOC5575040
XM_001662233	LOC5575913
XM_021840349	LOC5575907
XM_021840350	LOC5575911
XM_021840351	LOC5575910
XM_021840354	LOC5575910
XM_021840353	LOC5575910
XM_021840352	LOC5575910
XM_001662236	LOC5575910
XM_001662237	LOC5575910
XR_002500586	LOC110676632
XM_001650659	LOC5566324
XM_001662238	LOC5575912
XM_021840355	LOC5566323
XM_021840356	LOC5566323
XR_002499466	LOC5573236
XM_021840357	LOC5573236
XM_021840363	LOC5573236
XM_021840360	LOC5573236
XM_021840358	LOC5573236
XM_021840359	LOC5573236
XM_021840361	LOC5573236
XM_021840366	LOC5573236
XM_021840364	LOC5573236
XM_021840365	LOC5573236
XM_021840362	LOC5573236
XM_021840367	LOC110675412
XR_002499471	LOC110675415
XR_002499469	LOC110675414
XR_002499468	LOC110675414
XM_021840368	LOC110675413
XM_021840369	LOC110675413
XM_001660765	LOC5573238
XM_021840370	LOC5573240
XM_021840371	LOC5573240
XM_021840372	LOC5573240
XM_021845364	LOC110676649
XM_001660767	LOC5573239
XM_021840374	LOC5575485
XM_001661952	LOC5575485
XM_021840373	LOC5575484
XM_021840375	LOC5575483
XM_021840376	LOC5575483
XM_021840377	LOC5578167
XM_001661956	LOC5575489
XM_021840378	LOC5578168
XM_021840379	LOC5578168
XM_021840380	LOC5578169
XM_001663689	LOC5578169
XR_002499477	LOC110675416
XR_002499476	LOC5578170
XM_001663691	LOC5578170
XR_002499479	LOC110675418
XM_001663692	LOC5578172
XM_021840382	LOC5578171
XM_001663693	LOC5578171
XR_002499478	LOC110675417
XR_002499480	LOC110675419
XM_001663694	LOC5578173
XM_021840383	LOC5578173
XM_001663695	LOC5578174
XM_021840385	LOC110675420
XM_001663696	LOC5578175
XM_021840386	LOC5578176
XM_021840387	LOC5578177
XM_001663698	LOC5578177
XM_021840388	LOC5578178
XM_001663929	LOC5578641
XM_021840391	LOC110675422
XM_021840392	LOC110675422
XM_021840393	LOC110675422
XM_001661135	LOC5574113
XM_021840394	LOC5574115
XM_001661133	LOC5574111
XM_021840399	LOC5574112
XM_021840397	LOC5574112
XM_021840398	LOC5574112
XM_021840396	LOC5574112
XM_001661131	LOC5574112
XM_021844894	LOC110676555
XR_002499483	LOC110675425
XM_001661129	LOC5574109
XM_001661130	LOC5574109
XM_001661128	LOC5574108
XM_021840401	LOC110675426
XM_021840402	LOC5574105
XM_021844905	LOC5574103
XM_021840403	LOC110675427
XM_001661123	LOC5574102
XM_021840404	LOC5574101
XM_001661121	LOC5574100
XM_021840409	LOC5574099
XM_021840408	LOC5574099
XM_021840407	LOC5574099
XM_021840410	LOC5574099
XM_021840415	LOC5574099
XM_021840411	LOC5574099
XM_021840413	LOC5574099
XM_021840412	LOC5574099
XM_021840414	LOC5574099
XM_021840416	LOC5573286
XM_021840418	LOC5573286
XM_001661117	LOC5574096
XM_021840419	LOC5574096
XM_021840421	LOC5574095
XM_021840423	LOC5574095
XM_021840422	LOC5574095
XM_021840428	LOC5574095
XM_021840432	LOC5574095
XM_021840425	LOC5574095
XM_021840430	LOC5574095
XM_021840429	LOC5574095
XM_021840420	LOC5574095
XM_021840431	LOC5574095
XM_021840427	LOC5574095
XM_021840426	LOC5574095
XM_021840424	LOC5574095
XM_021840434	LOC110675429
XM_001661113	LOC5574092
XM_021840433	LOC5574087
XM_001661111	LOC5574091
XM_001661109	LOC5574089
XM_021840435	LOC5574088
XM_021840437	LOC5574114
XM_001661107	LOC5574114
XM_021840436	LOC5574114
XM_001661106	LOC5574084
XM_021840438	LOC110675430
XR_002499486	LOC110675432
XM_021840441	LOC5574085
XM_021840440	LOC5574085
XM_021840445	LOC5574086
XM_021840446	LOC5574086
XM_021840452	LOC5574086
XM_021840443	LOC5574086
XM_021840442	LOC5574086
XM_021840450	LOC5574086
XM_021840444	LOC5574086
XM_021840453	LOC5574086
XM_021840454	LOC5574086
XM_021840451	LOC5574086
XM_021840447	LOC5574086
XM_021840456	LOC5574086
XM_021840448	LOC5574086
XM_021840459	LOC5574086
XM_021840458	LOC5574086
XM_021840457	LOC5574086
XM_001661102	LOC5574082
XR_002499487	LOC110675433
XM_021846524	LOC110676896
XM_001648287	LOC5564014
XM_021840464	LOC5565109
XM_021840461	LOC5565109
XM_021840462	LOC5565109
XR_002499492	LOC5565107
XR_002499491	LOC110673988
XM_021840467	LOC5565097
XM_021840465	LOC5565097
XM_021840475	LOC5565097
XM_021840477	LOC5565097
XM_021840476	LOC5565097
XM_021840470	LOC5565097
XM_021840469	LOC5565097
